domain,category,keywords_in_space,etv_in_space,traffic_share_pct,avg_position,visibility
all-clad.com,brand/retail,3,4819,0.02,5.0,1.9
earthingharmony.com,brand/retail,8,4812,0.02,6.1,4.3
halfpricedrapes.com,brand/retail,9,4797,0.02,5.3,5.5
loveshackfancy.com,brand/retail,28,4769,0.02,32.1,4.3
pastryshopquilts.com,brand/retail,7,4761,0.02,4.7,4.4
allcottonandlinen.com,brand/retail,88,4752,0.02,37.7,5.5
backsidefabrics.com,brand/retail,3,4742,0.02,1.0,3.0
mondaymandala.com,brand/retail,6,4720,0.02,8.8,4.9
imdb.com,brand/retail,8,4709,0.02,4.4,5.6
tjmaxx.tjx.com,brand/retail,99,4705,0.02,22.1,18.4
pregnancypillow.com,brand/retail,6,4704,0.02,22.0,0.7
yourfleece.com,brand/retail,14,4633,0.02,25.1,4.8
stitchesnsuch.com,brand/retail,9,4630,0.02,28.9,2.3
cozybliss.com,brand/retail,37,4628,0.02,16.9,8.6
vivatowels.com,brand/retail,3,4628,0.02,4.0,2.1
anjimountain.com,brand/retail,5,4617,0.02,2.0,4.5
wearpact.com,brand/retail,65,4608,0.02,25.5,9.9
wholesalebeddings.com,brand/retail,132,4607,0.02,28.9,10.8
sparkletowels.com,brand/retail,2,4565,0.02,3.0,1.6
ingles.com,brand/retail,3,4561,0.02,31.3,1.0
cfaortho.com,brand/retail,9,4552,0.02,9.1,3.9
us.peppermayo.com,brand/retail,55,4527,0.02,15.9,15.3
quilterscache.com,brand/retail,18,4518,0.02,20.7,4.4
sleeponlatex.com,brand/retail,7,4517,0.02,9.1,4.3
in2green.com,brand/retail,23,4501,0.02,10.6,8.8
higherdose.com,brand/retail,1,4499,0.02,1.0,1.0
amishstoreiowa.com,brand/retail,1,4499,0.02,1.0,1.0
turkishtowelcompany.com,brand/retail,1,4499,0.02,1.0,1.0
comfycomfy.com,brand/retail,5,4497,0.02,5.4,3.5
suryascursive.com,brand/retail,2,4482,0.02,4.0,1.4
quahogbaybedding.com,brand/retail,46,4472,0.02,25.4,7.0
verabradley.com,brand/retail,22,4472,0.02,12.4,9.8
uline.com,brand/retail,40,4457,0.02,15.9,8.5
mungo.us,brand/retail,4,4452,0.02,9.5,1.8
roomstogo.com,brand/retail,89,4435,0.02,27.1,3.1
jcrew.com,brand/retail,201,4428,0.02,21.4,20.7
illinicountrystitchers.com,brand/retail,3,4422,0.02,34.3,0.6
burtsbeesbaby.com,brand/retail,9,4419,0.02,9.4,4.8
americansoftlinen.com,brand/retail,75,4413,0.02,30.3,8.2
shopping.yahoo.com,brand/retail,93,4394,0.02,35.6,7.2
bouncefresh.com,brand/retail,6,4392,0.02,4.8,4.3
connect.mayoclinic.org,brand/retail,49,4388,0.02,18.1,4.6
bestbuy.com,brand/retail,176,4373,0.02,34.9,2.9
alashancashmere.com,brand/retail,3,4361,0.02,1.3,2.9
urquidlinen.com,brand/retail,11,4350,0.02,6.5,5.3
thequiltstore.com,brand/retail,7,4347,0.02,16.3,1.1
acoveredaffair.com,brand/retail,6,4332,0.02,2.2,5.3
lazyone.com,brand/retail,13,4323,0.02,8.5,5.8
wamsutta.com,brand/retail,17,4317,0.02,22.2,4.3
familydollar.com,brand/retail,32,4255,0.02,14.1,7.3
health.harvard.edu,brand/retail,7,4242,0.02,21.4,1.1
pypi.org,brand/retail,1,4224,0.02,7.0,0.4
internationalquiltmuseum.org,brand/retail,3,4210,0.02,2.7,2.5
travelandleisure.com,brand/retail,81,4208,0.02,22.5,13.0
livingspaces.com,brand/retail,204,4203,0.02,28.6,5.4
plushnecessities.com,brand/retail,55,4202,0.02,26.2,10.5
efavormart.com,brand/retail,15,4190,0.02,11.9,4.5
moderndane.com,brand/retail,31,4189,0.02,18.0,9.0
littlesandysquiltshop.com,brand/retail,3,4180,0.02,34.7,0.5
vintagetub.com,brand/retail,7,4172,0.02,13.6,3.0
leeleeknits.com,brand/retail,26,4170,0.02,12.8,6.1
skims.com,brand/retail,12,4164,0.02,14.2,5.1
daisysilk.com,brand/retail,16,4125,0.02,19.0,2.4
ellajayne.com,brand/retail,9,4124,0.02,12.8,4.1
bananarepublicfactory.gapfactory.com,brand/retail,126,4120,0.02,26.7,17.4
us.princesspolly.com,brand/retail,97,4106,0.02,27.9,7.9
berkshirehomeco.com,brand/retail,34,4101,0.02,28.8,3.0
loomdecor.com,brand/retail,21,4082,0.02,16.5,4.2
myt-shirtblanket.com,brand/retail,3,4057,0.02,2.7,2.5
gingerlily.com,brand/retail,12,4046,0.02,6.8,7.2
stitchinheaven.com,brand/retail,24,4026,0.02,20.0,2.9
sewsweetminkydesigns.com,brand/retail,4,4019,0.02,10.2,1.0
sertasimmons.com,brand/retail,2,4013,0.02,1.0,2.0
snugglemeorganic.com,brand/retail,11,3952,0.02,25.1,2.7
images.creativetemplate.net,brand/retail,2,3947,0.02,2.5,1.7
120percento.com,brand/retail,47,3939,0.02,30.0,2.9
adriannapapell.com,brand/retail,33,3936,0.02,15.2,9.6
flandb.com,brand/retail,90,3927,0.02,23.7,12.6
nickishomemadecrafts.com,brand/retail,10,3915,0.02,10.4,6.1
equilter.com,brand/retail,17,3899,0.02,24.2,1.4
greatbayhome.com,brand/retail,45,3899,0.02,26.4,7.0
propercloth.com,brand/retail,43,3891,0.02,22.1,10.1
backsupportsystems.com,brand/retail,44,3876,0.02,27.0,5.9
ashleyfurniture.com,brand/retail,133,3865,0.02,27.2,5.3
bonobos.com,brand/retail,44,3863,0.02,18.7,12.7
kohler.com,brand/retail,19,3808,0.02,8.3,8.8
campusquilt.com,brand/retail,4,3786,0.02,5.5,2.2
farmplasticsupply.com,brand/retail,3,3772,0.02,1.7,2.8
sleepmoonlight.com,brand/retail,4,3763,0.02,3.5,3.0
hullopillow.com,brand/retail,31,3753,0.02,26.9,7.5
menswearhouse.com,brand/retail,74,3752,0.02,25.7,9.8
ralphlauren.com,brand/retail,100,3744,0.02,23.3,14.0
libertyfabric.com,brand/retail,5,3736,0.02,12.8,1.9
personalcreations.com,brand/retail,9,3735,0.02,8.2,5.3
cpapnation.com,brand/retail,3,3729,0.02,11.3,1.4
getfrye.com,brand/retail,3,3729,0.02,41.3,1.0
cleverhiker.com,brand/retail,10,3727,0.02,7.5,6.7
quiltlovershangout.com,brand/retail,1,3718,0.02,6.0,0.5
bedscrunchie.com,brand/retail,7,3717,0.02,2.9,5.7
finance.yahoo.com,brand/retail,9,3709,0.02,18.4,2.0
bonappetit.com,brand/retail,4,3701,0.02,5.0,2.4
designerliving.com,brand/retail,9,3699,0.02,15.8,3.8
nordicteak.com,brand/retail,6,3696,0.02,1.3,5.8
plutopillow.com,brand/retail,3,3686,0.02,18.3,1.1
thebump.com,brand/retail,31,3682,0.02,14.9,5.5
soulsgrowndeep.org,brand/retail,1,3678,0.02,1.0,1.0
toothpillow.com,brand/retail,1,3678,0.02,1.0,1.0
cozysblankets.com,brand/retail,1,3678,0.02,1.0,1.0
pandemoniumhats.com,brand/retail,1,3678,0.02,1.0,1.0
sleepcrown.com,brand/retail,5,3666,0.02,2.0,4.5
thepeanutshell.com,brand/retail,5,3663,0.02,5.4,3.5
surviveoutdoorslonger.com,brand/retail,2,3662,0.02,2.5,1.7
shabbychic.com,brand/retail,2,3648,0.02,1.0,2.0
papermart.com,brand/retail,7,3648,0.02,5.4,4.5
alphatextileco.com,brand/retail,2,3643,0.02,14.5,0.9
dosaze.com,brand/retail,49,3635,0.02,24.0,5.5
werentlinens.com,brand/retail,5,3619,0.02,3.0,4.0
papayareusables.com,brand/retail,7,3607,0.02,3.9,5.0
laminator.com,brand/retail,1,3596,0.02,2.0,0.9
shop.mango.com,brand/retail,35,3587,0.02,25.2,5.9
tampamattress.com,brand/retail,2,3576,0.02,4.5,1.3
cgklinens.com,brand/retail,23,3573,0.02,20.2,4.1
brookstone.com,brand/retail,21,3572,0.02,20.1,2.1
beanproducts.com,brand/retail,25,3560,0.02,20.2,5.2
disneystore.com,brand/retail,36,3552,0.02,7.2,21.5
saksfifthavenue.com,brand/retail,249,3551,0.02,32.5,5.6
lauraashleyusa.com,brand/retail,5,3546,0.02,10.8,2.8
shop-confete.com,brand/retail,21,3539,0.02,35.5,4.0
blog.fatquartershop.com,brand/retail,11,3518,0.02,11.4,3.5
tractorsupply.com,brand/retail,19,3496,0.02,23.6,5.5
cluckclucksewshop.com,brand/retail,9,3496,0.02,15.7,2.0
yahoo.com,brand/retail,150,3488,0.02,42.0,3.2
quilts-n-fabrics.com,brand/retail,1,3471,0.02,5.0,0.6
tasteofhome.com,brand/retail,44,3462,0.02,23.8,7.1
heidicarey.com,brand/retail,38,3436,0.02,29.6,3.2
woolovers.us,brand/retail,10,3435,0.02,11.4,3.2
mapquest.com,brand/retail,43,3428,0.02,19.0,9.2
birdygrey.com,brand/retail,20,3428,0.02,13.7,8.1
manitosilk.com,brand/retail,25,3426,0.02,22.6,3.9
suitsupply.com,brand/retail,63,3421,0.02,16.6,12.6
aeptom.com,brand/retail,9,3419,0.02,9.6,3.1
realsimple.com,publisher,156,3419,0.02,38.5,4.5
thediyplaybook.com,brand/retail,6,3414,0.02,12.2,2.7
foodandwine.com,brand/retail,26,3388,0.02,18.2,5.8
autofiber.com,brand/retail,2,3384,0.02,5.0,1.2
kleenex.com,brand/retail,6,3377,0.02,4.0,4.2
wrightbedding.com,brand/retail,12,3368,0.02,16.8,4.1
marymaxim.com,brand/retail,18,3359,0.02,12.5,5.2
paseoroad.com,brand/retail,12,3354,0.02,8.5,7.2
americanfloormats.com,brand/retail,23,3342,0.02,13.3,8.5
purlsoho.com,brand/retail,10,3320,0.02,17.6,3.0
wikihow.com,brand/retail,59,3318,0.02,29.8,4.7
lionbrand.com,brand/retail,33,3306,0.02,21.3,4.5
zigzagzurich.com,brand/retail,5,3302,0.02,6.8,2.8
rossvillequilts.com,brand/retail,2,3290,0.02,19.5,0.8
bambooisbetter.com,brand/retail,16,3285,0.02,20.4,2.8
delilahhome.com,brand/retail,18,3276,0.02,29.1,3.2
acgmedical.com,brand/retail,17,3266,0.02,20.3,3.8
thesaltymare.com,brand/retail,2,3249,0.02,16.0,0.5
snuggiestore.com,brand/retail,2,3243,0.02,2.0,1.8
yellowdoorquiltstore.com,brand/retail,2,3239,0.02,7.5,0.9
theguardian.com,brand/retail,24,3238,0.02,17.7,4.8
byannie.com,brand/retail,1,3221,0.02,3.0,0.8
ballmasonjars.com,brand/retail,2,3220,0.02,1.5,1.9
williams-sonoma.com,brand/retail,94,3209,0.02,21.4,12.0
thedowncomforterstore.com,brand/retail,31,3199,0.02,18.2,11.1
rugs-direct.com,brand/retail,39,3179,0.02,14.0,11.8
vivehealth.com,brand/retail,92,3165,0.02,18.4,16.8
huddleson.com,brand/retail,11,3163,0.02,12.8,3.8
limitlesspts.com,brand/retail,12,3162,0.02,7.9,7.4
quilthavenonmain.com,brand/retail,5,3156,0.02,20.0,2.7
oliviabottega.com,brand/retail,21,3154,0.02,36.7,2.5
binsons.com,brand/retail,2,3150,0.02,8.0,0.6
theardentthread.com,brand/retail,2,3138,0.02,2.5,1.7
staples.com,brand/retail,67,3132,0.02,21.0,9.1
womenshealthmag.com,brand/retail,84,3129,0.02,36.2,8.7
juliannarae.com,brand/retail,12,3126,0.02,24.0,2.4
cottoncreations.com,brand/retail,11,3125,0.02,23.5,3.6
healthline.com,publisher,83,3099,0.02,31.8,5.4
vermontflannel.com,brand/retail,17,3073,0.02,15.7,6.4
100capri.com,brand/retail,11,3072,0.02,9.1,4.7
filson.com,brand/retail,5,3068,0.02,14.0,2.4
destination-adrift.com,brand/retail,1,3059,0.02,6.0,0.5
keababies.com,brand/retail,5,3048,0.02,3.6,3.7
bloomeriefabrics.com,brand/retail,5,3042,0.02,35.2,0.4
istockphoto.com,brand/retail,17,3042,0.02,13.4,7.2
3sheetsnyc.com,brand/retail,2,3041,0.02,7.0,1.1
woolandcompany.com,brand/retail,4,3034,0.02,6.2,1.9
gettyimages.com,brand/retail,20,3032,0.02,16.8,6.8
kelty.com,brand/retail,1,3015,0.02,9.0,0.2
tatatowels.com,brand/retail,1,3010,0.02,1.0,1.0
cricut.com,brand/retail,4,3007,0.02,1.2,3.9
allaboutfabricsok.com,brand/retail,5,2992,0.02,49.4,0.2
animatedknots.com,brand/retail,2,2979,0.02,1.0,2.0
shutterfly.com,brand/retail,17,2958,0.02,17.2,4.8
luxuryegyptianlinens.com,brand/retail,81,2957,0.02,23.6,8.7
downlitebedding.com,brand/retail,63,2953,0.02,23.1,10.4
getsprints.com,brand/retail,4,2949,0.02,1.0,4.0
marthastewart.com,publisher,79,2947,0.02,37.2,3.0
cheatsheet.com,brand/retail,1,2932,0.02,2.0,0.9
gingiber.com,brand/retail,1,2932,0.02,2.0,0.9
furbishstudio.com,brand/retail,2,2932,0.02,1.5,1.9
housebeautiful.com,publisher,112,2921,0.02,36.6,4.4
yellowpages.com,brand/retail,19,2917,0.02,44.5,0.4
bamboobaysheets.com,brand/retail,11,2915,0.02,17.4,2.2
sleepinnovations.com,brand/retail,37,2904,0.02,22.2,6.1
matchymatchysewingclub.com,brand/retail,3,2901,0.02,3.0,2.4
icancrochetthat.com,brand/retail,7,2862,0.01,14.6,2.5
nuagedesigns.com,brand/retail,9,2858,0.01,7.1,5.3
modernquiltstudio.com,brand/retail,3,2858,0.01,2.7,2.5
homefurn.com,brand/retail,9,2852,0.01,18.7,4.1
us.amazon.com,brand/retail,13,2850,0.01,17.5,4.7
freequiltpatterns.info,brand/retail,4,2836,0.01,15.0,1.1
lilysilk.com,brand/retail,39,2832,0.01,22.0,6.4
quiltfabriccloseouts.com,brand/retail,5,2825,0.01,19.8,0.3
denvermetromodernquiltguild.org,brand/retail,1,2816,0.01,7.0,0.4
patbravo.com,brand/retail,1,2816,0.01,7.0,0.4
saatva.com,brand/retail,66,2810,0.01,26.9,3.7
cozylinehomefashions.com,brand/retail,15,2803,0.01,16.3,3.5
bambaw.com,brand/retail,15,2802,0.01,15.0,2.3
naturallife.com,brand/retail,38,2789,0.01,24.1,9.4
health.clevelandclinic.org,brand/retail,24,2778,0.01,21.9,3.8
purewow.com,brand/retail,32,2776,0.01,32.5,1.7
pinetales.com,brand/retail,16,2774,0.01,16.0,5.0
outdoorgearlab.com,brand/retail,9,2763,0.01,7.4,5.3
faxburner.com,brand/retail,2,2743,0.01,2.5,1.7
sleepgram.com,brand/retail,22,2737,0.01,25.3,3.0
qbedding.com,brand/retail,12,2736,0.01,22.7,3.7
madisonpark2010.com,brand/retail,2,2736,0.01,1.0,2.0
reveriesocial.com,brand/retail,11,2734,0.01,7.4,5.7
silkandsnow.com,brand/retail,43,2730,0.01,27.6,3.9
mercari.com,brand/retail,181,2729,0.01,25.9,9.1
sewtreasuredquiltshop.com,brand/retail,3,2717,0.01,17.0,0.2
brooklynbedding.com,brand/retail,21,2716,0.01,19.7,5.5
henigfurs.com,brand/retail,3,2709,0.01,2.0,2.7
today.com,publisher,87,2700,0.01,34.7,4.9
downetc.com,brand/retail,23,2700,0.01,25.2,3.7
healthcentral.com,brand/retail,15,2699,0.01,9.7,5.6
qvc.com,brand/retail,130,2696,0.01,32.9,2.4
contrado.com,brand/retail,37,2693,0.01,26.5,1.3
splashblanket.us,brand/retail,2,2690,0.01,1.5,1.9
quilterslodge.com,brand/retail,9,2688,0.01,17.4,2.9
gq.com,brand/retail,52,2687,0.01,22.9,8.8
huggalugs.com,brand/retail,2,2675,0.01,1.0,2.0
glamour.com,brand/retail,29,2672,0.01,23.7,3.9
keiandmolly.com,brand/retail,3,2669,0.01,1.0,3.0
floursacktowels.com,brand/retail,10,2667,0.01,19.0,3.4
linenwoman.com,brand/retail,19,2664,0.01,22.9,6.2
froggtoggs.com,brand/retail,2,2661,0.01,3.0,1.6
mission.com,brand/retail,2,2660,0.01,10.0,0.9
maisoncashmere.com,brand/retail,5,2658,0.01,3.6,3.7
bownoflondonusa.com,brand/retail,11,2658,0.01,14.1,4.9
ghostbed.com,brand/retail,35,2648,0.01,26.0,5.7
sonomawoolcompany.com,brand/retail,8,2644,0.01,10.4,4.9
blockpartyquiltco.com,brand/retail,7,2643,0.01,12.7,3.9
nypost.com,brand/retail,42,2632,0.01,44.4,3.3
jototheworld.com,brand/retail,12,2621,0.01,11.1,4.8
plushbeds.com,brand/retail,34,2619,0.01,27.1,1.9
camixa.com,brand/retail,46,2607,0.01,29.2,11.8
harrypottershop.com,brand/retail,7,2604,0.01,2.0,6.3
home-med-equip.com,brand/retail,7,2593,0.01,10.0,4.1
markandgraham.com,brand/retail,29,2591,0.01,21.6,8.1
oursleepguide.com,brand/retail,18,2577,0.01,19.2,4.8
homesandgardens.com,brand/retail,50,2577,0.01,28.1,4.2
angelmaternity.com,brand/retail,7,2573,0.01,13.6,2.4
byrdie.com,brand/retail,46,2573,0.01,25.5,9.1
loungedoctor.com,brand/retail,6,2572,0.01,4.5,3.9
nbcnews.com,publisher,69,2570,0.01,42.3,3.7
moodfabrics.com,brand/retail,21,2551,0.01,28.3,2.6
sewport.com,brand/retail,9,2542,0.01,10.7,4.2
latexmattressfactory.com,brand/retail,6,2540,0.01,10.7,3.3
melissarobertsinteriors.com,brand/retail,3,2532,0.01,13.7,1.5
us.boden.com,brand/retail,85,2530,0.01,21.8,7.0
americanquilt.co,brand/retail,5,2527,0.01,8.6,2.0
rehab-store.com,brand/retail,77,2526,0.01,21.8,11.2
revivalrugs.com,brand/retail,14,2524,0.01,27.4,4.6
accio.com,brand/retail,225,2517,0.01,44.5,0.2
altaunited.com,brand/retail,294,2512,0.01,42.7,0.5
thespruceeats.com,publisher,17,2511,0.01,10.6,6.6
ballchain.com,brand/retail,2,2509,0.01,7.0,1.0
studiosuits.com,brand/retail,37,2492,0.01,13.2,13.4
canopybedcurtain.com,brand/retail,4,2483,0.01,3.5,3.0
instacart.com,brand/retail,138,2482,0.01,32.3,3.3
canvasdiscount.com,brand/retail,12,2480,0.01,20.6,2.9
duderobe.com,brand/retail,2,2478,0.01,11.0,1.0
avanacomfort.com,brand/retail,9,2476,0.01,11.3,3.6
tuesdaymorning.com,brand/retail,22,2468,0.01,24.7,2.3
chemicalsafety.com,brand/retail,1,2462,0.01,1.0,1.0
thequilt.net,brand/retail,1,2462,0.01,1.0,1.0
wildflower.org,brand/retail,1,2462,0.01,1.0,1.0
ogeerecovery.com,brand/retail,1,2462,0.01,1.0,1.0
adaptivemall.com,brand/retail,1,2462,0.01,1.0,1.0
greenfairyquilts.com,brand/retail,1,2462,0.01,1.0,1.0
baublebar.com,brand/retail,5,2448,0.01,2.4,4.3
bobrick.com,brand/retail,2,2447,0.01,1.5,1.9
people.com,publisher,36,2430,0.01,26.0,4.8
patsloanquilts.com,brand/retail,2,2425,0.01,30.0,0.6
gooselings.com,brand/retail,12,2409,0.01,29.1,0.8
flaxandtwine.com,brand/retail,3,2402,0.01,1.0,3.0
businessandpleasureco.com,brand/retail,1,2398,0.01,2.0,0.9
oddbirdco.com,brand/retail,1,2398,0.01,2.0,0.9
ahtowels.com,brand/retail,3,2391,0.01,6.3,1.9
bokserhome.com,brand/retail,6,2377,0.01,21.2,1.1
resilite.com,brand/retail,3,2375,0.01,1.3,2.9
loft.com,brand/retail,147,2365,0.01,28.0,8.2
visibleartshop.com,brand/retail,23,2365,0.01,25.0,4.2
strikegently.co,brand/retail,4,2360,0.01,9.2,2.4
touchofclass.com,brand/retail,98,2353,0.01,23.2,6.6
etonshirts.com,brand/retail,25,2348,0.01,25.3,3.9
showpo.com,brand/retail,40,2346,0.01,24.6,3.3
adamspolishes.com,brand/retail,2,2342,0.01,9.5,0.7
eberjey.com,brand/retail,18,2337,0.01,30.8,2.0
thestreet.com,brand/retail,8,2323,0.01,6.5,3.9
alderwood-studio.com,brand/retail,5,2320,0.01,2.6,4.2
verabradleyoutlet.com,brand/retail,17,2317,0.01,13.4,6.2
crayola.com,brand/retail,5,2310,0.01,6.6,3.1
bostitchoffice.com,brand/retail,2,2309,0.01,4.5,1.3
bucky.com,brand/retail,7,2303,0.01,14.6,2.9
oldnavy.gap.com,brand/retail,44,2295,0.01,22.3,8.0
directtextilestore.com,brand/retail,56,2291,0.01,24.7,4.2
mariasbluecrayon.com,brand/retail,5,2291,0.01,14.0,2.8
pillowspecialist.com,brand/retail,26,2278,0.01,16.9,10.1
mattressdepotusa.com,brand/retail,12,2271,0.01,25.1,1.1
dzeeusa.com,brand/retail,21,2269,0.01,20.9,4.2
tomsguide.com,publisher,66,2262,0.01,35.2,3.4
crane-baby.com,brand/retail,3,2259,0.01,2.3,2.6
fahertybrand.com,brand/retail,53,2242,0.01,20.5,9.0
catstudio.com,brand/retail,2,2242,0.01,2.5,1.7
theloveblanket.co,brand/retail,4,2241,0.01,2.8,3.3
aloriam.com,brand/retail,23,2232,0.01,14.6,9.2
sitnsleep.com,brand/retail,48,2221,0.01,28.7,3.0
getmechanism.com,brand/retail,2,2189,0.01,1.0,2.0
marimekko.com,brand/retail,2,2189,0.01,1.0,2.0
sheets.flechs.net,brand/retail,2,2189,0.01,1.0,2.0
peekaboopillow.com,brand/retail,3,2182,0.01,4.3,2.0
studio-wallflower.com,brand/retail,1,2181,0.01,4.0,0.7
resy.com,brand/retail,1,2181,0.01,4.0,0.7
myfabricaddiction.com,brand/retail,4,2176,0.01,2.5,3.4
dollartree.com,brand/retail,14,2175,0.01,19.0,2.8
upnorthquiltshop.com,brand/retail,1,2167,0.01,8.0,0.3
snapfish.com,brand/retail,12,2162,0.01,18.3,1.4
peakeventservices.com,brand/retail,3,2161,0.01,4.7,2.0
aol.com,brand/retail,78,2160,0.01,41.5,2.0
denverfabrics.com,brand/retail,4,2160,0.01,17.8,1.7
in.pinterest.com,brand/retail,32,2160,0.01,17.2,5.7
vogue.com,publisher,67,2156,0.01,30.3,7.0
matteola.com,brand/retail,22,2155,0.01,26.2,2.2
fabriccafe.com,brand/retail,12,2152,0.01,16.5,3.2
lucykatecrochet.com,brand/retail,6,2149,0.01,6.7,2.6
mayoclinic.org,brand/retail,8,2147,0.01,24.5,1.1
vayasleep.com,brand/retail,9,2145,0.01,19.1,2.4
thelittlemushroomcap.com,brand/retail,2,2134,0.01,4.0,1.4
twinznursingpillow.com,brand/retail,3,2134,0.01,4.0,2.1
blog.society6.com,brand/retail,8,2126,0.01,6.1,4.5
rinse.com,brand/retail,8,2125,0.01,9.1,4.4
guides.jenkinslaw.org,brand/retail,2,2123,0.01,5.5,1.1
mckenziemethod.com,brand/retail,3,2118,0.01,2.0,2.7
cottontailquiltshop.com,brand/retail,4,2108,0.01,24.8,0.7
packagingsupplies.com,brand/retail,3,2104,0.01,13.3,1.7
pomegranateinc.com,brand/retail,2,2082,0.01,5.5,1.1
sheetslaundryclub.com,brand/retail,2,2071,0.01,7.0,1.0
farmandfolk.com,brand/retail,8,2065,0.01,6.4,4.6
acehardware.com,brand/retail,16,2061,0.01,21.2,2.1
amerisleep.com,brand/retail,80,2058,0.01,47.3,0.8
nectarsleep.com,brand/retail,36,2058,0.01,29.1,3.2
sailrite.com,brand/retail,11,2046,0.01,14.0,3.5
ocochi.com,brand/retail,22,2045,0.01,18.0,5.0
hushblankets.com,brand/retail,42,2043,0.01,29.3,4.5
roomandboard.com,brand/retail,33,2039,0.01,28.2,3.3
comfortbeddings.com,brand/retail,94,2034,0.01,26.5,3.9
iseestarsquilting.com,brand/retail,12,2034,0.01,24.7,1.5
my.modafabrics.com,brand/retail,10,2033,0.01,21.7,2.6
quiltingbookspatternsandnotions.com,brand/retail,32,2032,0.01,29.1,4.9
schweitzerlinen.com,brand/retail,34,2030,0.01,20.5,7.8
foamorder.com,brand/retail,13,2019,0.01,17.3,4.3
thequalityedit.com,brand/retail,11,2015,0.01,8.3,3.3
linkedin.com,brand/retail,15,2013,0.01,18.4,5.2
aritzia.com,brand/retail,52,2008,0.01,26.6,7.5
theknot.com,brand/retail,44,2007,0.01,15.8,11.2
aidsmemorial.org,brand/retail,1,2006,0.01,1.0,1.0
createabed.com,brand/retail,12,1997,0.01,12.9,6.2
bluebirdgardens.com,brand/retail,5,1994,0.01,13.6,2.6
sitnsewfabrics.com,brand/retail,7,1992,0.01,30.1,1.0
reviewed.com,brand/retail,67,1982,0.01,29.2,5.4
tempurpedicoutlet.com,brand/retail,14,1982,0.01,7.1,7.9
babylist.com,brand/retail,34,1978,0.01,16.5,3.6
hofdeco.com,brand/retail,6,1977,0.01,10.2,3.0
ubiehealth.com,brand/retail,2,1975,0.01,5.5,1.1
medline.com,brand/retail,5,1972,0.01,3.2,3.9
shop.safavieh.com,brand/retail,6,1970,0.01,10.5,3.0
citymattress.com,brand/retail,65,1966,0.01,28.3,3.0
pioneerlinens.com,brand/retail,27,1962,0.01,24.3,6.1
theairwaydentists.com,brand/retail,1,1960,0.01,2.0,0.9
bookbeau.com,brand/retail,1,1960,0.01,2.0,0.9
magnetshop.com,brand/retail,1,1960,0.01,2.0,0.9
southerncharmquilts.com,brand/retail,7,1957,0.01,26.0,1.9
revolve.com,brand/retail,124,1953,0.01,30.1,7.4
lorenauriarte.com,brand/retail,2,1948,0.01,3.0,1.6
roomfortuesday.com,brand/retail,7,1943,0.01,4.4,4.8
paulfredrick.com,brand/retail,35,1940,0.01,21.3,6.0
yourchaircovers.com,brand/retail,9,1935,0.01,22.2,1.8
whirlpool.com,brand/retail,16,1934,0.01,22.5,3.4
marchingnorth.com,brand/retail,12,1926,0.01,15.7,2.0
quiltshopatmillers.com,brand/retail,3,1923,0.01,3.7,2.2
maloufhome.com,brand/retail,8,1922,0.01,15.8,1.4
downcotton.com,brand/retail,15,1921,0.01,21.7,1.6
rusticreddoor.com,brand/retail,2,1921,0.01,1.5,1.9
greenrow.com,brand/retail,19,1918,0.01,19.2,5.7
soaringheart.com,brand/retail,16,1915,0.01,17.2,3.0
pmc.ncbi.nlm.nih.gov,brand/retail,11,1905,0.01,7.0,5.9
clubllondon.us,brand/retail,7,1902,0.01,32.1,1.3
netflix.com,brand/retail,4,1901,0.01,9.5,1.8
pgpro.com,brand/retail,1,1899,0.01,5.0,0.6
alittlepillowcompany.com,brand/retail,6,1896,0.01,14.5,2.9
finnstyle.com,brand/retail,3,1896,0.01,1.7,2.8
veritiv.com,brand/retail,1,1894,0.01,7.0,0.4
sciencedirect.com,brand/retail,6,1890,0.01,9.3,2.0
